original_shape,float_type,index_type,block_shape,metric,error
21×256×256,bfloat16,int8,8×8×8,norm_2,-0.196380615234375
25×256×256,bfloat16,int8,8×8×8,mean,0.043768804520368576
25×256×256,bfloat16,int8,8×8×8,variance,-2.7917325496673584e-05
25×256×256,bfloat16,int8,8×8×8,norm_2,-0.2530670166015625
20×256×256,bfloat16,int8,8×8×8,mean,0.04518615081906319
20×256×256,bfloat16,int8,8×8×8,variance,-0.0012379549443721771
20×256×256,bfloat16,int8,8×8×8,norm_2,-0.83685302734375
24×256×256,bfloat16,int8,8×8×8,mean,0.039416562765836716
24×256×256,bfloat16,int8,8×8×8,variance,-0.006620710715651512
24×256×256,bfloat16,int8,8×8×8,norm_2,-1.0512237548828125
20×256×256,bfloat16,int8,8×8×8,mean,0.05053708702325821
20×256×256,bfloat16,int8,8×8×8,variance,-0.002176908776164055
20×256×256,bfloat16,int8,8×8×8,norm_2,-0.9998016357421875
21×256×256,bfloat16,int8,8×8×8,mean,0.05177338793873787
21×256×256,bfloat16,int8,8×8×8,variance,-0.003722153604030609
21×256×256,bfloat16,int8,8×8×8,norm_2,-0.716705322265625
21×256×256,bfloat16,int8,8×8×8,mean,0.05940529331564903
21×256×256,bfloat16,int8,8×8×8,variance,-0.004985282197594643
21×256×256,bfloat16,int8,8×8×8,norm_2,-0.4861297607421875
21×256×256,bfloat16,int8,8×8×8,mean,0.05247001349925995
21×256×256,bfloat16,int8,8×8×8,variance,-0.004646407440304756
21×256×256,bfloat16,int8,8×8×8,norm_2,-0.979888916015625
32×256×256,bfloat16,int8,8×8×8,mean,0.030811741948127747
32×256×256,bfloat16,int8,8×8×8,variance,-0.003767058253288269
32×256×256,bfloat16,int8,8×8×8,norm_2,-0.3936309814453125
22×256×256,bfloat16,int8,8×8×8,mean,0.023490894585847855
22×256×256,bfloat16,int8,8×8×8,variance,-0.0009543281048536301
22×256×256,bfloat16,int8,8×8×8,norm_2,-0.46155548095703125
20×256×256,bfloat16,int8,8×8×8,mean,0.032970137894153595
20×256×256,bfloat16,int8,8×8×8,variance,-0.0006288466975092888
20×256×256,bfloat16,int8,8×8×8,norm_2,-0.596221923828125
30×256×256,bfloat16,int8,8×8×8,mean,0.028431978076696396
30×256×256,bfloat16,int8,8×8×8,variance,-0.002597872167825699
30×256×256,bfloat16,int8,8×8×8,norm_2,0.01593017578125
28×256×256,bfloat16,int8,8×8×8,mean,0.028815370053052902
28×256×256,bfloat16,int8,8×8×8,variance,-0.0016325712203979492
28×256×256,bfloat16,int8,8×8×8,norm_2,-0.4235687255859375
80×256×256,bfloat16,int8,8×8×8,mean,0.01967308297753334
80×256×256,bfloat16,int8,8×8×8,variance,-0.0020571639761328697
80×256×256,bfloat16,int8,8×8×8,norm_2,-0.611724853515625
32×256×256,bfloat16,int8,8×8×8,mean,0.034575074911117554
32×256×256,bfloat16,int8,8×8×8,variance,-0.005516447126865387
32×256×256,bfloat16,int8,8×8×8,norm_2,-0.150634765625
20×256×256,bfloat16,int8,8×8×8,mean,0.03163520619273186
20×256×256,bfloat16,int8,8×8×8,variance,-0.000752781517803669
20×256×256,bfloat16,int8,8×8×8,norm_2,-0.0364990234375
20×256×256,bfloat16,int8,8×8×8,mean,0.04627927765250206
20×256×256,bfloat16,int8,8×8×8,variance,-0.0019441209733486176
20×256×256,bfloat16,int8,8×8×8,norm_2,-0.432830810546875
32×256×256,bfloat16,int8,8×8×8,mean,0.03191309794783592
32×256×256,bfloat16,int8,8×8×8,variance,-0.005074577406048775
32×256×256,bfloat16,int8,8×8×8,norm_2,-0.067108154296875
22×256×256,bfloat16,int8,8×8×8,mean,0.05552425980567932
22×256×256,bfloat16,int8,8×8×8,variance,-0.0060869138687849045
22×256×256,bfloat16,int8,8×8×8,norm_2,-1.167144775390625
20×256×256,bfloat16,int8,8×8×8,mean,0.030259285122156143
20×256×256,bfloat16,int8,8×8×8,variance,-0.0010613389313220978
20×256×256,bfloat16,int8,8×8×8,norm_2,0.0293426513671875
22×256×256,bfloat16,int8,8×8×8,mean,0.02522110566496849
22×256×256,bfloat16,int8,8×8×8,variance,-0.0017960090190172195
22×256×256,bfloat16,int8,8×8×8,norm_2,-0.2703704833984375
21×256×256,bfloat16,int8,8×8×8,mean,0.05596966668963432
21×256×256,bfloat16,int8,8×8×8,variance,-0.004573538899421692
21×256×256,bfloat16,int8,8×8×8,norm_2,-1.0178985595703125
22×256×256,bfloat16,int8,8×8×8,mean,0.036353759467601776
22×256×256,bfloat16,int8,8×8×8,variance,-0.0032928772270679474
22×256×256,bfloat16,int8,8×8×8,norm_2,-0.0235443115234375
23×256×256,bfloat16,int8,8×8×8,mean,0.0379980131983757
23×256×256,bfloat16,int8,8×8×8,variance,-0.00435822457075119
23×256×256,bfloat16,int8,8×8×8,norm_2,-0.4138641357421875
32×256×256,bfloat16,int8,8×8×8,mean,0.016335610300302505
32×256×256,bfloat16,int8,8×8×8,variance,-0.0012820800766348839
32×256×256,bfloat16,int8,8×8×8,norm_2,-0.5052261352539062
28×256×256,bfloat16,int8,8×8×8,mean,0.042116232216358185
28×256×256,bfloat16,int8,8×8×8,variance,-0.0021858219988644123
28×256×256,bfloat16,int8,8×8×8,norm_2,-0.4959564208984375
88×256×256,bfloat16,int8,8×8×8,mean,0.009027425199747086
88×256×256,bfloat16,int8,8×8×8,variance,-0.00031723640859127045
88×256×256,bfloat16,int8,8×8×8,norm_2,-0.45473480224609375
88×256×256,bfloat16,int8,8×8×8,mean,0.02239314466714859
88×256×256,bfloat16,int8,8×8×8,variance,-0.0018351692706346512
88×256×256,bfloat16,int8,8×8×8,norm_2,-0.1457366943359375
23×256×256,bfloat16,int8,16×16×16,mean,0.07983015477657318
23×256×256,bfloat16,int8,16×16×16,variance,-0.0038460250943899155
23×256×256,bfloat16,int8,16×16×16,norm_2,-1.586090087890625
20×256×256,bfloat16,int8,16×16×16,mean,0.07432444393634796
20×256×256,bfloat16,int8,16×16×16,variance,0.0050421059131622314
20×256×256,bfloat16,int8,16×16×16,norm_2,-0.393707275390625
20×256×256,bfloat16,int8,16×16×16,mean,0.07605264335870743
20×256×256,bfloat16,int8,16×16×16,variance,0.0006787087768316269
20×256×256,bfloat16,int8,16×16×16,norm_2,-1.3916168212890625
20×256×256,bfloat16,int8,16×16×16,mean,0.06849359720945358
20×256×256,bfloat16,int8,16×16×16,variance,0.002875005826354027
20×256×256,bfloat16,int8,16×16×16,norm_2,-0.85247802734375
20×256×256,bfloat16,int8,16×16×16,mean,0.0635085329413414
20×256×256,bfloat16,int8,16×16×16,variance,0.002398572862148285
20×256×256,bfloat16,int8,16×16×16,norm_2,-0.4407806396484375
20×256×256,bfloat16,int8,16×16×16,mean,0.07164828479290009
20×256×256,bfloat16,int8,16×16×16,variance,0.0031294729560613632
20×256×256,bfloat16,int8,16×16×16,norm_2,-0.7747344970703125
24×256×256,bfloat16,int8,16×16×16,mean,0.05294357240200043
24×256×256,bfloat16,int8,16×16×16,variance,0.00015939027070999146
24×256×256,bfloat16,int8,16×16×16,norm_2,-0.9976806640625
22×256×256,bfloat16,int8,16×16×16,mean,0.05346909910440445
22×256×256,bfloat16,int8,16×16×16,variance,0.0007295757532119751
22×256×256,bfloat16,int8,16×16×16,norm_2,-0.3759918212890625
25×256×256,bfloat16,int8,16×16×16,mean,0.053914204239845276
25×256×256,bfloat16,int8,16×16×16,variance,-0.0027608033269643784
25×256×256,bfloat16,int8,16×16×16,norm_2,-1.040618896484375
24×256×256,bfloat16,int8,16×16×16,mean,0.04208769649267197
24×256×256,bfloat16,int8,16×16×16,variance,-0.0003601759672164917
24×256×256,bfloat16,int8,16×16×16,norm_2,-0.1522216796875
20×256×256,bfloat16,int8,16×16×16,mean,0.08511312305927277
20×256×256,bfloat16,int8,16×16×16,variance,0.00087711401283741
20×256×256,bfloat16,int8,16×16×16,norm_2,-0.7167816162109375
24×256×256,bfloat16,int8,16×16×16,mean,0.04786982387304306
24×256×256,bfloat16,int8,16×16×16,variance,-0.0001717638224363327
24×256×256,bfloat16,int8,16×16×16,norm_2,-0.882598876953125
26×256×256,bfloat16,int8,16×16×16,mean,0.054295048117637634
26×256×256,bfloat16,int8,16×16×16,variance,-0.0036311671137809753
26×256×256,bfloat16,int8,16×16×16,norm_2,-0.4420166015625
20×256×256,bfloat16,int8,16×16×16,mean,0.06205763667821884
20×256×256,bfloat16,int8,16×16×16,variance,0.0021771639585494995
20×256×256,bfloat16,int8,16×16×16,norm_2,-0.873565673828125
28×256×256,bfloat16,int8,16×16×16,mean,0.04112844169139862
28×256×256,bfloat16,int8,16×16×16,variance,-0.002704344689846039
28×256×256,bfloat16,int8,16×16×16,norm_2,-1.1349639892578125
22×256×256,bfloat16,int8,16×16×16,mean,0.07158734649419785
22×256×256,bfloat16,int8,16×16×16,variance,2.703256905078888e-05
22×256×256,bfloat16,int8,16×16×16,norm_2,-0.6128692626953125
38×256×256,bfloat16,int8,16×16×16,mean,0.03913022577762604
38×256×256,bfloat16,int8,16×16×16,variance,-0.0010115457698702812
38×256×256,bfloat16,int8,16×16×16,norm_2,-1.345947265625
40×256×256,bfloat16,int8,16×16×16,mean,0.04413884878158569
40×256×256,bfloat16,int8,16×16×16,variance,-0.0018771914765238762
40×256×256,bfloat16,int8,16×16×16,norm_2,-1.1280670166015625
36×256×256,bfloat16,int8,16×16×16,mean,0.02864658832550049
36×256×256,bfloat16,int8,16×16×16,variance,-0.00017526885494589806
36×256×256,bfloat16,int8,16×16×16,norm_2,-0.706329345703125
